Trip Id,Trip  Duration,Start Station Id,Start Time,Start Station Name,End Station Id,End Time,End Station Name,Bike Id,User Type
20148791,1291,7721,01/01/2023 00:04,NULL,7685,01/01/2023 00:26,NULL,1840,Casual Member
20148804,1455,7569,01/01/2023 00:08,Toronto Inukshuk Park,7075,01/01/2023 00:33,Queens Quay W / Dan Leckie Way,5090,Casual Member
20148810,1330,7098,01/01/2023 00:11,Riverdale Park South (Broadview Ave),7164,01/01/2023 00:33,Gould St / Yonge St (Ryerson University),3924,Casual Member
20148842,1271,7043,01/01/2023 00:22,Queens Quay W / Lower Simcoe St,7057,01/01/2023 00:43,Simcoe St / Wellington St South,4649,Casual Member
20148862,1870,7400,01/01/2023 00:27,Polson Pier,7270,01/01/2023 00:58,Church St / Dundas St E - SMART,2176,Annual Member
20148901,1509,7169,01/01/2023 00:34,Front St W / Bay St (North Side),7264,01/01/2023 01:00,Bloor St E / Huntley St - SMART,508,Casual Member
20148905,398,7057,01/01/2023 00:35,Simcoe St / Wellington St South,7542,01/01/2023 00:42,Queen St W / John St,2291,Casual Member
20148938,955,7469,01/01/2023 00:44,Wellington St W / York St,7311,01/01/2023 01:00,Sherbourne St / Isabella St,7113,Casual Member
20148963,1582,7399,01/01/2023 00:49,Lower Jarvis / Queens Quay E,7030,01/01/2023 01:15,Bay St / Wellesley St W,5704,Casual Member
20148983,872,7414,01/01/2023 00:53,Keele St / Annette St,7205,01/01/2023 01:08,Rusholme Park Cres / College St,5353,Annual Member
20149017,1224,7475,01/01/2023 01:00,Jarvis St / Richmond St E,7410,01/01/2023 01:21,Howard St / Rose Ave,7228,Casual Member
20149060,473,7417,01/01/2023 01:09,King St W / Jordan St,7720,01/01/2023 01:17,NULL,3885,Casual Member
20149062,836,7033,01/01/2023 01:09,Union Station,7033,01/01/2023 01:23,Union Station,746,Casual Member
20149083,1076,7713,01/01/2023 01:13,NULL,7271,01/01/2023 01:31,Yonge St / Alexander St - SMART,4825,Casual Member
20149147,526,7633,01/01/2023 01:24,Noble St / Queen St W,7198,01/01/2023 01:33,Queen St W / Cowan Ave,5970,Casual Member
20149153,1360,7576,01/01/2023 01:26,Front St E / Bayview Avenue,7348,01/01/2023 01:48,Pape Ave / Gamble Ave,667,Casual Member
20149180,1825,7067,01/01/2023 01:30,Yonge St / Harbour St,7422,01/01/2023 02:01,Tyndall Ave / King St W - SMART,3566,Casual Member
20149184,392,7472,01/01/2023 01:32,Dundas St E / Victoria St,7044,01/01/2023 01:38,Church St / Alexander St,3660,Annual Member
20149185,1600,7240,01/01/2023 01:32,Bloor St W / Shaw Ave - SMART,7279,01/01/2023 01:59,Rosehill Ave / Avoca Ave - SMART,4913,Casual Member
20149222,541,7368,01/01/2023 01:40,Lisgar St / Dundas St SMART,7198,01/01/2023 01:49,Queen St W / Cowan Ave,3057,Casual Member
20149238,318,7007,01/01/2023 01:43,College St / Huron St,7199,01/01/2023 01:49,College St / Markham St,2371,Casual Member
20149240,1326,7400,01/01/2023 01:44,Polson Pier,7099,01/01/2023 02:06,Cherry St / Mill St,5626,Annual Member
20149251,776,7657,01/01/2023 01:46,1 Market St - SMART,7114,01/01/2023 01:59,Carlton St / Parliament St,4710,Casual Member
20149255,1203,7037,01/01/2023 01:47,Bathurst St / Dundas St W,7209,01/01/2023 02:07,Ossington Ave / Harrison St,5967,Casual Member
20149257,1008,7245,01/01/2023 01:47,Tecumseth St / Queen St W - SMART,7196,01/01/2023 02:04,Roxton Rd / Harbord St,6083,Casual Member
20149266,2261,7130,01/01/2023 01:48,Davenport Rd / Bedford Rd,7571,01/01/2023 02:26,Highfield Rd / Gerrard St E,1974,Casual Member
20149306,485,7459,01/01/2023 01:55,St Clair Ave W / Winona Ave,7434,01/01/2023 02:03,Via Italia / Mackay Ave,1674,Casual Member
20149315,323,7491,01/01/2023 01:57,D'Arcy St / Spadina Ave - SMART,7491,01/01/2023 02:02,D'Arcy St / Spadina Ave - SMART,1290,Casual Member
20149320,1248,7126,01/01/2023 01:58,Yonge St / Yorkville Ave,7505,01/01/2023 02:19,Ontario St / Adelaide St E -SMART,4059,Annual Member
20149325,1353,7078,01/01/2023 02:00,College St / Major St,7078,01/01/2023 02:22,College St / Major St,7072,Casual Member
20149334,781,7208,01/01/2023 02:02,80 Clinton St (North of College),7001,01/01/2023 02:15,Wellesley Station Green P,49,Annual Member
20149379,1081,7075,01/01/2023 02:08,Queens Quay W / Dan Leckie Way,7432,01/01/2023 02:26,Frederick St / King St E,5916,Annual Member
20149393,571,7730,01/01/2023 02:11,NULL,7000,01/01/2023 02:20,Fort York  Blvd / Capreol Ct,599,Casual Member
20149453,612,7689,01/01/2023 02:25,NULL,7705,01/01/2023 02:36,NULL,7084,Annual Member
20149471,755,7655,01/01/2023 02:29,Danforth Ave / Dewhurst Blvd,7689,01/01/2023 02:42,NULL,5457,Casual Member
20149482,1331,7085,01/01/2023 02:32,Danforth Ave / Westlake Ave,7100,01/01/2023 02:55,Dundas St E / Regent Park Blvd,2088,Casual Member
20149498,1568,7492,01/01/2023 02:35,324 Cherry St,7492,01/01/2023 03:01,324 Cherry St,910,Casual Member
20149538,1369,7718,01/01/2023 02:43,NULL,7575,01/01/2023 03:06,Bayview Ave / Lawren Harris Square,5951,Annual Member
20149554,263,7178,01/01/2023 02:47,Dundas St W / Edna Ave,7265,01/01/2023 02:51,Wallace Ave / Symington Ave - SMART,5600,Casual Member
20149591,675,7252,01/01/2023 02:53,Robert St / Bloor St W - SMART,7014,01/01/2023 03:04,Sherbourne St / Carlton St (Allan Gardens),7056,Annual Member
20149619,702,7240,01/01/2023 02:59,Bloor St W / Shaw Ave - SMART,7473,01/01/2023 03:11,Adelaide St W / Strachan Ave,730,Annual Member
20149640,2199,7150,01/01/2023 03:06,Dufferin St / Sylvan Av (Dufferin Grove Park),7465,01/01/2023 03:42,Russell Hill Rd / St Clair Ave W,4526,Casual Member
20149641,2205,7150,01/01/2023 03:06,Dufferin St / Sylvan Av (Dufferin Grove Park),7465,01/01/2023 03:43,Russell Hill Rd / St Clair Ave W,6987,Casual Member
20149654,1211,7038,01/01/2023 03:08,Dundas St W / Yonge St,7410,01/01/2023 03:28,Howard St / Rose Ave,3440,Casual Member
20149715,99,7491,01/01/2023 03:19,D'Arcy St / Spadina Ave - SMART,7491,01/01/2023 03:21,D'Arcy St / Spadina Ave - SMART,4559,Casual Member
20149764,352,7682,01/01/2023 03:28,NULL,7054,01/01/2023 03:34,Navy Wharf Ct. / Bremner Blvd.,4977,Casual Member
20149803,1166,7061,01/01/2023 03:38,Dalton Rd / Bloor St W,7168,01/01/2023 03:58,Queens Quay / Yonge St,938,Annual Member
20149819,473,7044,01/01/2023 03:41,Church St / Alexander St,7167,01/01/2023 03:49,Queen St E / George St (Moss Park),3660,Annual Member
20149856,1595,7052,01/01/2023 03:50,Wellington St W / Bay St,7043,01/01/2023 04:16,Queens Quay W / Lower Simcoe St,7245,Annual Member
20149870,1198,7437,01/01/2023 03:54,Concord Ave / Bloor St W,7027,01/01/2023 04:14,Beverley  St / Dundas St W,744,Casual Member
20149927,1313,7251,01/01/2023 04:12,The Royal Ontario Museum (Bloor St Entrance),7105,01/01/2023 04:33,Queen St E / Sackville St,891,Casual Member
20149945,670,7432,01/01/2023 04:15,Frederick St / King St E,7124,01/01/2023 04:27,Dundas St E / Broadview Ave,747,Casual Member
20149969,871,7324,01/01/2023 04:27,King St W / Charlotte St (West Side),7489,01/01/2023 04:42,Sumach St  / Queen St E,506,Casual Member
20149971,690,7093,01/01/2023 04:28,Danforth Ave / Gough Ave,7090,01/01/2023 04:39,Danforth Ave / Lamb Ave,2288,Casual Member
20150059,931,7375,01/01/2023 05:33,Front St E / Scott St,7043,01/01/2023 05:48,Queens Quay W / Lower Simcoe St,3596,Casual Member
20150131,2259,7003,01/01/2023 06:43,Madison Ave / Bloor St W,7163,01/01/2023 07:21,Yonge St / Wood St,2280,Casual Member
20150134,417,7332,01/01/2023 06:44,200 Bloor St. E.,7263,01/01/2023 06:51,Walton St / Elizabeth St - SMART,2305,Casual Member
